ticker	date	<open>	<high>	<low>	<close>	vol
SHI	20200131	25.62	25.62	25.25	25.48	55500
SHLL	20200131	10.03	10.03	10.03	10.03	50000
SHLX	20200131	19.98	20.07	19.55	19.65	537700
SHO	20200131	12.79	12.84	12.65	12.68	2231700
SHO-E	20200131	26.04	26.13	25.99	26	16300
SHOP	20200131	480.58	482.8697	463.02	465.66	2180200
SHW	20200131	560.37	564	551.2	556.99	901100
SI	20200131	14.83	15.78	14.5	15.78	148800
SID	20200131	3.03	3.045	2.97	2.99	4714400
SIG	20200131	26.07	26.1	24.045	24.31	2886900
SIT-A	20200131	27.34	27.4625	26.67	26.82	62400
SIT-K	20200131	25.77	25.95	25.75	25.95	20300
SITC	20200131	12.77	12.84	12.67	12.71	2328200
SITE	20200131	98.61	99.045	95.4	96.55	268000
SIX	20200131	38	38.91	37.87	38.13	1280300
SJI	20200131	31.21	31.4	30.49	30.8	9305300
SJIJ	20200131	26.33	26.46	26.33	26.46	21800
SJIU	20200131	50.29	50.47	49.6822	49.91	26700
SJM	20200131	105.72	105.96	103.56	103.61	2069700
SJR	20200131	19.78	19.78	19.46	19.53	362600
SJT	20200131	2.49	2.5	2.38	2.41	52400
SJW	20200131	74.23	74.55	73.22	73.35	198600
SKM	20200131	21.44	21.44	21.19	21.21	340500
SKT	20200131	15.2	15.37	14.335	14.63	48877300
SKX	20200131	38.67	38.79	37.37	37.39	1965900
SKY	20200131	29.34	29.7	28.34	28.75	831400
SLB	20200131	33.49	33.86	33.1827	33.51	16888200
SLCA	20200131	5.3	5.365	5.1	5.14	1699300
SLF	20200131	47.38	47.38	46.7	47.02	498800
SLG	20200131	92.74	93.1	91.54	92.04	2891200
SLG-I	20200131	26.23	26.24	26.11	26.24	5000
SM	20200131	9.22	9.43	8.92	9.18	4316000
SMAR	20200131	49.48	49.88	47.336	48.48	1189300
SMFG	20200131	7.09	7.09	7.02	7.02	1068500
SMG	20200131	120.53	122.85	120.46	122.74	525600
SMHI	20200131	10.51	10.67	10.38	10.44	36200
SMLP	20200131	3.11	3.225	3.09	3.19	335400
SMM	20200131	7.22	7.24	7.1	7.2	252100
SMP	20200131	49.72	49.74	48.23	48.58	98400
SNA	20200131	162.42	163.46	159.02	159.63	368500
SNAP	20200131	18.73	18.79	18.18	18.38	24963000
SNDR	20200131	23.27	23.305	22.1	22.27	623000
SNE	20200131	70.99	70.99	69.91	70.18	957400
SNN	20200131	48.5	48.66	47.91	48.01	676100
SNP	20200131	53.38	53.68	52.3203	52.43	291800
SNR	20200131	7.63	7.76	7.59	7.62	447800
SNV	20200131	34.92	35.33	34.9	35.02	1318500
SNV-D	20200131	27.36	27.58	27.26	27.46	47900
SNV-E	20200131	26.85	26.98	26.77	26.88	42600
SNX	20200131	139.81	140.7	137.08	137.76	718700
SO	20200131	70.86	71.1	70.11	70.4	5468900
SOGO	20200131	4.22	4.26	4.08	4.08	2292900
SOI	20200131	11.71	11.96	11.5	11.53	484900
SOJA	20200131	25.9	26.04	25.83	25.85	142300
SOJB	20200131	26.2562	26.305	26.1	26.1	85000
SOJC	20200131	26.73	26.74	26.52	26.52	35500
SOJD	20200131	25.69	25.69	25.47	25.49	5782300
SOL	20200131	1.33	1.34	1.3	1.3095	19200
SOLN	20200131	57.23	57.23	56.7	56.79	145600
SON	20200131	57.79	57.82	56.94	57.14	698900
SOR	20200131	39.3	39.42	38.53	38.57	12100
SPA.W	20200131	0.8	0.82	0.8	0.82	1700
SPB	20200131	60.45	62.49	60.08	61.41	518800
SPC.U	20200131	20.97	21.4	17.89	19.1593	4800
SPC.W	20200131	6.1	6.7498	6.09	6.255	89000
SPCE	20200131	17.03	17.83	16.85	17.15	6247900
SPE	20200131	14.77	14.77	14.621	14.68	28300
SPE-B	20200131	25.54	25.6011	25.52	25.53	3400
SPG	20200131	136	136.22	132.8601	133.15	2920300
SPG-J	20200131	75	75	75	75	500
SPGI	20200131	298.51	299.89	292.67	293.73	1209700
SPH	20200131	22.85	22.86	22.55	22.65	272900
SPL-A	20200131	22.69	22.77	22.68	22.77	20700
SPLP	20200131	11.32	11.89	11.111	11.7	34800
SPN	20200131	5.26	5.45	5.11	5.24	52200
SPOT	20200131	143	143.02	140.1	141.3	1501400
SPR	20200131	65	65.42	64.04	65.32	1565400
SPXC	20200131	50.62	50.83	48.88	49.07	177800
SPXX	20200131	16.49	16.49	16.2597	16.29	29800
SQ	20200131	75.8	76.38	74.33	74.69	7514100
SQM	20200131	28.13	28.49	27.835	28.1	679400
SQNS	20200131	4.61	4.63	4.32	4.47	117200
SR	20200131	84.57	85.27	83.81	84.32	444800
SR-A	20200131	27.09	27.2189	27.09	27.13	20100
SRC	20200131	52.79	53.09	52.44	52.78	831100
SRC-A	20200131	26.65	26.69	26.48	26.69	11600
SRE	20200131	160.55	161.195	159.57	160.64	1917300
SRE-A	20200131	126.62	126.71	125.8	126.61	151500
SRE-B	20200131	125.12	125.12	124.507	125.04	8800
SREA	20200131	26.8	26.9	26.73	26.73	69000
SRF	20200131	6.11	6.11	5.945	5.9542	14400
SRG	20200131	37.72	37.72	36.54	36.72	418900
SRG-A	20200131	26.5	26.527	26.49	26.49	16500
SRI	20200131	27.95	28.16	27.81	27.86	218400
SRL	20200131	10.18	10.28	10.18	10.28	1000
SRLP	20200131	17.18	17.2107	16.95	17.1	82700
SRT	20200131	7.94	7.99	7.63	7.63	42500
SRV	20200131	9.51	9.51	9.305	9.34	29600
SSD	20200131	84.99	85.49	82.4801	82.67	314900
SSI	20200131	1.17	1.21	1.08	1.12	2394200
SSL	20200131	15.96	16.1	15.67	15.77	362500
SSTK	20200131	44.08	44.16	43.17	43.33	121900
SSW	20200131	12.23	12.43	12.01	12.07	532000
SSW-D	20200131	25.7	25.77	25.65	25.77	12700
SSW-E	20200131	25.68	25.767	25.44	25.7	43300
SSW-G	20200131	26.08	26.1742	26.03	26.09	14500
SSW-H	20200131	26.07	26.4	26.07	26.33	34700
SSW-I	20200131	27.18	27.18	26.9494	27.14	21600
SSWA	20200131	25.75	25.75	25.71	25.72	8700
ST	20200131	48.55	48.58	47.08	47.27	872300
STA-C	20200131	26.25	26.4523	26.24	26.4523	1700
STA-D	20200131	25.64	25.75	25.63	25.75	11200
STA-G	20200131	25.56	25.67	25.5407	25.67	7300
STA-I	20200131	25.5	25.55	25.4933	25.55	6900
STAG	20200131	32.61	32.67	32.121	32.24	2113300
STAR	20200131	14.6	14.615	14.46	14.56	452500
STC	20200131	42.24	42.59	41.67	41.75	104300
STE	20200131	152.81	153.51	150.44	150.69	659300
STG	20200131	2.69	2.7	2.64	2.7	6600
STK	20200131	24.38	24.509	23.85	23.99	76800
STL	20200131	20.18	20.31	19.99	20	1521100
STL-A	20200131	26.77	26.79	26.69	26.78	8800
STM	20200131	28.63	28.68	27.64	27.85	3344100
STN	20200131	30.07	30.07	29.56	29.77	202500
STNG	20200131	24.54	25.02	23.23	23.34	1849300
STON	20200131	1.15	1.1698	1.11	1.15	21000
STOR	20200131	39.51	39.76	39.24	39.25	1703400
STT	20200131	76.89	76.93	75.175	75.63	2389200
STT-C	20200131	25.8491	25.8491	25.65	25.65	43300
STT-D	20200131	28.46	28.52	28.11	28.14	76500
STT-G	20200131	28.79	28.87	28.46	28.53	49800
STWD	20200131	25.74	25.84	25.57	25.66	1534600
STZ	20200131	189.9	191.43	187.71	188.3	1003700
STZ.B	20200131	190.47	190.47	190.47	190.47	100
SU	20200131	31.2	31.28	30.39	30.59	4589400
SUI	20200131	161.63	163.01	161.08	162.17	527900
SUM	20200131	22.98	23.15	21.58	21.97	1611900
SUN	20200131	31.4	31.5	31.11	31.11	246000
SUP	20200131	3.12	3.55	3.1	3.2	1463500
SUPV	20200131	2.97	3.01	2.83	2.89	1384900
SUZ	20200131	9.32	9.4	9.165	9.21	501200
SWCH	20200131	16.13	16.13	15.95	16	1070400
SWI	20200131	19.08	19.13	18.7	18.92	821500
SWK	20200131	163.95	165.04	158.84	159.33	1855300
SWM	20200131	35	35.11	34.47	35.03	581700
SWN	20200131	1.55	1.59	1.51	1.57	27011600
SWP	20200131	106.72	106.72	103.92	104.55	230000
SWT	20200131	109.04	109.04	104.57	104.99	219500
SWX	20200131	76.09	76.333	75.13	75.51	439700
SWZ	20200131	8.6	8.6	8.48	8.48	9300
SXC	20200131	5.46	5.9	5.44	5.88	2397700
SXI	20200131	74.96	75.07	72.79	73.09	45000
SXT	20200131	60.85	60.97	59.43	59.75	353800
SYF	20200131	32.93	33.01	32.205	32.41	6716900
SYF-A	20200131	26.02	26.08	25.99	26.05	88700
SYK	20200131	213.45	214	209.36	210.7	1511200
SYX	20200131	24.21	24.21	23.59	23.65	45700
SYY	20200131	82.65	83.25	81.8954	82.14	2786100
SZC	20200131	12.57	12.66	12.38	12.43	100800
T	20200131	37.32	37.76	37.25	37.62	41160000
T-A	20200131	26	26.05	25.93	26.03	204700
TAC	20200131	7.46	7.53	7.39	7.47	839500
TAK	20200131	19.44	19.44	19.16	19.23	966000
TAL	20200131	48.37	50.05	48.21	49.9	4857300
TALO	20200131	23.7	23.7	21.73	21.94	717700
TAP	20200131	56.08	56.17	55.39	55.58	3851500
TAP.A	20200131	63	63	63	63	100
TARO	20200131	80.71	80.82	80.38	80.67	43200
TBB	20200131	26.48	26.54	26.44	26.46	107200
TBC	20200131	27.37	27.44	27.25	27.25	86300
TBI	20200131	22.53	22.66	21.81	21.91	152100
TCI	20200131	32.9562	32.9562	32.25	32.25	800
TCO	20200131	27.12	27.13	26.24	26.42	1085300
TCO-J	20200131	25.6096	25.6114	25.46	25.46	4400
TCO-K	20200131	25.85	25.85	25.71	25.8	4600
TCP	20200131	41.21	41.79	39.83	39.92	284000
TCRW	20200131	26.1468	26.1468	26.1468	26.1468	300
TCRZ	20200131	25.46	25.48	25.46	25.46	1400
TCS	20200131	4.04	4.07	3.97	4.04	185600
TD	20200131	55.5	55.62	55.045	55.26	1236400
TDA	20200131	25.25	25.45	25.1898	25.45	24300
TDC	20200131	25.32	25.43	24.15	24.34	1641700
TDE	20200131	25.95	25.97	25.81	25.92	12900
TDF	20200131	18.46	18.46	18.1526	18.18	106800
TDG	20200131	649.78	653.1	638.56	643.28	360800
TDI	20200131	27.64	27.83	27.41	27.83	4300
TDJ	20200131	25.86	25.94	25.75	25.75	23400
TDOC	20200131	103.8	104.61	99.46	101.71	1002000
TDS	20200131	23.25	23.26	22.4902	22.68	1877100
TDW	20200131	15.5	15.67	15.05	15.18	165600
TDW.A	20200131	1.28	1.28	1.28	1.28	500
TDW.B	20200131	1.26	1.26	1.25	1.25	600
TDY	20200131	372.67	374.41	364	365.06	202300
TEAF	20200131	16.57	16.6799	16.38	16.38	75800
TECK	20200131	13.16	13.17	12.72	12.91	6829500
TEF	20200131	6.78	6.78	6.72	6.73	1759600
TEI	20200131	9.17	9.18	9.09	9.1	141900
TEL	20200131	95.3	95.66	91.82	92.18	1949300
TEN	20200131	9.4	9.59	9.17	9.47	986700
TEO	20200131	11.32	11.34	11.1	11.28	97700
TEVA	20200131	10.25	10.4	10.11	10.4	14613800
TEX	20200131	25.61	25.66	25.045	25.35	578100
TFC	20200131	51.86	51.88	51.2358	51.57	7724800
TFC-F	20200131	25.59	25.59	25.51	25.51	20200
TFC-G	20200131	25.53	25.66	25.5	25.5	32600
TFC-H	20200131	27.11	27.2	27.02	27.02	27800
TFC-I	20200131	25.21	25.21	25.18	25.21	13500
TFX	20200131	379.01	379.74	370.945	371.51	147600
TG	20200131	20.65	20.65	20.15	20.35	99800
TGE	20200131	22.24	22.31	22.23	22.31	1858400
TGH	20200131	9.73	9.81	9.44	9.47	223600
TGI	20200131	20.77	21.06	20.29	20.43	474500
TGNA	20200131	16.93	16.99	16.505	16.9	5792200
TGP	20200131	13.06	13.06	12.85	12.85	447100
TGP-A	20200131	26.62	26.62	26.4	26.6	11200
TGP-B	20200131	25.74	25.75	25.5	25.67	28000
TGS	20200131	6.23	6.24	6.07	6.19	378400
TGT	20200131	113.41	113.79	110.37	110.74	6961800
THC	20200131	32.31	32.39	31.41	31.64	1276800
THG	20200131	139.46	140.6	138.25	138.58	325200
THGA	20200131	25.85	25.97	25.79	25.97	28400
THO	20200131	81.39	82.335	80.245	80.52	864800
THQ	20200131	18.63	18.69	18.2777	18.3	153800
THR	20200131	24.46	24.64	23.62	23.7	94100
THS	20200131	44.4	44.81	44.365	44.6	391000
THW	20200131	13.87	13.89	13.63	13.64	148400
TIF	20200131	134.05	134.1	133.99	134.02	1528800
TISI	20200131	13.55	13.67	13.26	13.6	186100
TJX	20200131	60.38	60.46	58.84	59.04	6151900
TK	20200131	3.72	3.75	3.52	3.56	683200
TKC	20200131	5.92	5.92	5.81	5.83	162400
TKR	20200131	54.59	54.76	52.35	52.53	662400
TLI	20200131	9.99	9.99	9.87	9.95	71400
TLK	20200131	27.51	27.73	27.42	27.57	118900
TLRA	20200131	10.38	10.82	9.5901	10.15	2604300
TLRD	20200131	4.18	4.2	3.95	3.98	2341300
TLYS	20200131	8.65	8.67	8.38	8.5	453200
TM	20200131	140.05	140.6	138.51	138.84	281500
TME	20200131	12.78	12.79	12.55	12.69	6494600
TMHC	20200131	25.97	26.3	25.55	25.88	2294800
TMO	20200131	322.23	322.98	310.915	313.19	2623600
TMST	20200131	6.26	6.46	6.19	6.38	303900
TNC	20200131	78.6	78.905	77.1	77.22	68500
TNET	20200131	57.3	57.67	56.78	57.06	369900
TNK	20200131	17.06	17.37	16.2	16.29	844300
TNP	20200131	3.23	3.26	3.1	3.1	514400
TNP-C	20200131	25.44	25.44	25.3711	25.3711	3400
TNP-D	20200131	24.2715	24.378	24.2605	24.378	2600
TNP-E	20200131	24.37	24.45	24.01	24.01	21500
TNP-F	20200131	24.15	24.255	23.95	24	25100
TOL	20200131	45.22	45.22	44.2	44.36	1972700
TOO-A	20200131	21.96	22.141	21.82	22.1	27100
TOO-B	20200131	23.2	23.35	23.15	23.35	26900
TOO-E	20200131	23.21	23.5197	23.14	23.32	19300
TOT	20200131	48.92	49.13	48.51	48.59	2388900
TPB	20200131	23.4	23.61	22.79	22.84	136400
TPC	20200131	11.25	11.46	11.12	11.26	655600
TPH	20200131	16.54	16.58	16.2	16.26	2314500
TPL	20200131	720.4	756.7969	685.95	755.71	53100
TPR	20200131	26.57	26.57	25.5667	25.77	4950200
TPRE	20200131	11	11.04	10.89	10.89	611200
TPVG	20200131	13.71	13.8	13.65	13.67	156400
TPVY	20200131	27.069	27.069	25.63	25.79	1900
TPX	20200131	93.52	93.58	91.04	91.62	758800
TPZ	20200131	16.62	16.645	16.4	16.53	25900
TR	20200131	34.01	34.32	33.88	34.11	176700
TRC	20200131	16.18	16.2	16.07	16.1	92900
TREC	20200131	7.2	7.2	6.72	6.77	61300
TREX	20200131	98.3	99.16	97.67	98.24	443100
TRGP	20200131	36.55	36.63	35.95	36.5	1714600
TRI	20200131	80.78	81.3	79.95	80.34	327800
TRN	20200131	20.92	21.04	20.325	20.33	1242400
TRN.U	20200131	10.6	10.6	10.6	10.6	2500
TRN.W	20200131	1	1.02	1	1.02	1200
TRNE	20200131	10.02	10.05	10.02	10.0485	10600
TRNO	20200131	58.25	58.31	57.14	57.26	373800
TROX	20200131	9.11	9.22	8.415	8.46	1887100
TRP	20200131	54.73	55.12	54.69	54.82	1940500
TRQ	20200131	0.65	0.65	0.6259	0.6328	1010500
TRT-A	20200131	27.91	27.91	27.73	27.82	2600
TRT-B	20200131	27	27.08	26.85	26.93	25800
TRT-C	20200131	26.26	26.3	26.1495	26.21	46000
TRTN	20200131	38.14	38.29	37.48	37.55	329900
TRTX	20200131	20.62	20.74	20.45	20.47	1162900
TRU	20200131	93.18	93.51	91.385	91.7	966900
TRV	20200131	133.66	134.505	131.43	131.62	1845100
TRWH	20200131	27.05	27.36	26.12	26.65	136900
TS	20200131	20.94	20.95	20.54	20.69	3149900
TSE	20200131	30.67	30.835	28.44	28.72	574900
TSI	20200131	5.82	5.86	5.8153	5.84	113200
TSLF	20200131	15.42	15.54	15.35	15.35	53500
TSLX	20200131	21.72	21.7425	21.53	21.58	144200
TSM	20200131	55.43	55.48	53.6	53.94	13467100
TSN	20200131	84.58	84.81	82.315	82.63	2486600
TSQ	20200131	9.67	9.88	9.56	9.65	21900
TSU	20200131	19.25	19.55	19.25	19.45	1276500
TTC	20200131	80.29	80.555	79.16	80.02	470700
TTI	20200131	1.53	1.59	1.505	1.53	501300
TTM	20200131	12.44	12.48	12.05	12.13	2083300
TTP	20200131	12.35	12.35	12.11	12.2	54500
TU	20200131	40.25	40.25	39.8	40.11	494000
TUFN	20200131	14.73	14.75	14.3	14.62	296100
TUP	20200131	6.52	6.53	6.2	6.26	1515200
TV	20200131	11.18	11.25	10.99	11.12	2175600
TVC	20200131	26.82	26.94	26.67	26.74	14000
TVE	20200131	25.805	25.94	25.7324	25.94	8200
TWI	20200131	3	3	2.8298	2.86	256400
TWLO	20200131	126.53	127.5	122.96	124.34	3029100
TWN	20200131	19.72	19.7662	19.42	19.45	16800
TWO	20200131	15.26	15.325	15.195	15.26	1787800
TWO-A	20200131	29	29.44	29	29.31	36000
TWO-B	20200131	28.12	28.2493	27.91	28.02	16900
TWO-C	20200131	26.7905	26.835	26.64	26.64	20500
TWO-D	20200131	25.602	25.65	25.5703	25.59	2600
TWO-E	20200131	25.58	25.62	25.56	25.62	7600
TWTR	20200131	33.11	33.14	32.08	32.48	12033000
TX	20200131	21.31	21.5	20.77	20.93	483300
TXT	20200131	46.59	46.8	45.85	45.93	2376400
TY	20200131	28.58	28.6429	28.2	28.21	68400
TY.P	20200131	55	55	55	55	300
TYG	20200131	17.25	17.37	17.04	17.13	540000
TYL	20200131	321.02	324.39	320.19	323.68	363800
UA	20200131	18.49	18.54	17.9146	17.96	1339900
UAA	20200131	20.87	20.87	20.15	20.18	4033600
UAN	20200131	2.73	2.78	2.64	2.64	78500
UBA	20200131	22.86	22.9	22.6	22.67	114900
UBER	20200131	37	37.04	35.69	36.29	21553600
UBP	20200131	17.53	17.74	17.34	17.5	2100
UBP-H	20200131	27	27	26.45	26.45	2300
UBP-K	20200131	25.85	25.85	25.77	25.77	1800
UBS	20200131	12.52	12.54	12.295	12.37	3392400
UDR	20200131	48.16	48.37	47.81	47.91	1534900
UE	20200131	18.6	18.64	18.3	18.39	722600
UFI	20200131	20.95	21.94	20.53	21.52	236200
UFS	20200131	35.39	35.57	34.49	34.82	1441100
UGI	20200131	41.97	42.13	41.29	41.59	3078700
UGP	20200131	5.88	5.92	5.815	5.88	2426300
UHS	20200131	140.26	140.27	136.73	137.11	695500
UHT	20200131	125.47	126.51	122.7	123.35	61600
UI	20200131	167.5	167.5	162.8914	163.42	212500
UIS	20200131	9.52	9.94	9.43	9.71	843100
UL	20200131	59.94	60.165	59.595	59.77	952000
UMC	20200131	2.42	2.43	2.41	2.42	1101900
UMH	20200131	16.07	16.19	15.77	15.8	138800
UMH-B	20200131	26.13	26.13	26.11	26.11	3400
UMH-C	20200131	26.42	26.54	26.35	26.54	19400
UMH-D	20200131	25.04	25.1	25.01	25.01	152000
UN	20200131	58.64	58.925	58.12	58.28	1516900
UNF	20200131	205.73	206.75	203.11	203.93	83500
UNFI	20200131	7.44	7.49	7.15	7.2	927800
UNH	20200131	278.17	278.78	271.18	272.45	5532900
UNM	20200131	27.06	27.21	26.42	26.69	3409100
UNMA	20200131	27.8523	27.9196	27.71	27.72	17100
UNP	20200131	181.69	182.47	178.5	179.42	3653600
UNT	20200131	0.41	0.41	0.3901	0.3998	668100
UNVR	20200131	21.96	22.14	21.395	21.55	1560400
UPS	20200131	107.84	107.9	103.09	103.52	7234200
URI	20200131	139.84	140.84	135.265	135.69	2159300
USA	20200131	6.76	6.77	6.66	6.66	916100
USAC	20200131	15.76	16.01	15.72	15.88	272900
USB	20200131	53.76	53.9099	53.05	53.22	6355100
USB-A	20200131	880.26	880.26	880.26	880.26	200
USB-H	20200131	22.26	22.32	22.11	22.12	96700
USB-M	20200131	27.46	27.52	27.41	27.52	120900
USB-O	20200131	25.84	25.95	25.63	25.65	55200
USB-P	20200131	27.83	27.91	27.82	27.83	40600
USDP	20200131	10.06	10.25	10.04	10.17	22400
USFD	20200131	40.22	40.6	39.92	40.17	1954600
USM	20200131	33.25	33.31	31.875	32.02	222900
USNA	20200131	64.55	65	61.57	61.7	167200
USPH	20200131	114.99	117.15	114.39	117.14	101000
USX	20200131	6.17	6.17	5.45	5.46	259600
UTF	20200131	26.95	27.05	26.75	26.79	300000
UTI	20200131	7.45	7.7	7.45	7.69	69800
UTL	20200131	63.8	64.25	61.63	61.69	60500
UTX	20200131	153.2	153.58	149.62	150.2	4609900
UVE	20200131	24.68	24.79	24.31	24.34	126600
UVV	20200131	52.81	53.19	52.3	53.15	314100
UZA	20200131	25.91	26.19	25.8	25.89	16000
UZB	20200131	26.33	26.44	26.19	26.44	30300
UZC	20200131	26.34	26.43	26.27	26.27	18800
V	20200131	201.49	203.98	198.26	198.97	16699500
VAC	20200131	123.71	123.9	119.51	120.24	227700
VAL	20200131	5.09	5.13	4.805	5.11	5456600
VALE	20200131	11.78	11.825	11.59	11.73	23213700
VAM	20200131	13.64	13.7123	13.615	13.63	4900
VAPO	20200131	10.45	10.83	10.41	10.45	85000
VAR	20200131	142.2	142.945	140	140.57	782200
VBF	20200131	20.39	20.39	20.23	20.33	27200
VCIF	20200131	10.69	10.69	10.61	10.63	75800
VCRA	20200131	22.4	22.75	21.77	22.03	293300
VCV	20200131	13.27	13.28	13.15	13.19	88200
VEC	20200131	56.18	56.21	55.31	55.75	83200
VEDL	20200131	8.01	8.01	7.82	7.9	694900
VEEV	20200131	149.53	150.04	145.4201	146.61	1266400
VEL	20200131	14.25	14.25	14.09	14.21	157500
VER	20200131	9.77	9.835	9.67	9.76	16957900
VER-F	20200131	25.55	25.6	25.49	25.5	44200
VET	20200131	15.07	15.11	14.32	14.43	2031400
VFC	20200131	84.13	84.24	82.85	82.97	3498500
VGI	20200131	13.12	13.15	13.0601	13.1	56000
VGM	20200131	13.32	13.37	13.3076	13.34	141100
VGR	20200131	13.19	13.27	13.01	13.14	750900
VHI	20200131	1.67	1.7	1.66	1.66	112900
VICI	20200131	26.81	26.94	26.605	26.8	3314000
VIPS	20200131	12.88	12.88	12.61	12.73	5014300
VIST	20200131	7.15	7.15	6.91	7.11	143300
VIV	20200131	13.8	13.89	13.775	13.88	1818500
VJET	20200131	1.8	1.81	1.7	1.7	45200
VKQ	20200131	13.02	13.07	12.97	13.02	109800
VLO	20200131	87.56	88.4	83.3206	84.31	6537100
VLRS	20200131	12.97	13.1278	12.73	12.99	1201900
VLT	20200131	14.35	14.41	14.29	14.2963	23500
VMC	20200131	141.59	141.83	139.41	141.63	1042400
VMI	20200131	146.43	146.66	141.82	142.06	90200
VMO	20200131	12.97	12.9967	12.93	12.97	153600
VMW	20200131	150.59	150.59	146.4406	148.06	1151700
VNCE	20200131	15.11	15.11	14.71	14.77	19900
VNE	20200131	13.46	13.46	12.98	13.03	443000
VNO	20200131	66.4	66.55	65.39	65.77	3490600
VNO-K	20200131	25.74	25.83	25.64	25.82	35500
VNO-L	20200131	25.51	25.65	25.47	25.49	27600
VNO-M	20200131	26.48	26.5597	26.46	26.46	24700
VNTR	20200131	2.85	2.85	2.71	2.74	443100
VOC	20200131	4.4	4.41	4.15	4.25	159400
VOY-B	20200131	27.97	28.02	27.79	27.95	55300
VOYA	20200131	60.72	61.02	59.58	59.73	1472800
VPG	20200131	34.6	34.62	34.36	34.54	67700
VPV	20200131	13.48	13.495	13.45	13.47	23800
VRS	20200131	16	17.0599	15.95	16.85	384800
VRTV	20200131	14.2	14.34	13.82	14.08	131400
VSH	20200131	20.71	20.82	20.23	20.29	1096200
VSLR	20200131	8.86	8.88	8.08	8.16	1818100
VST	20200131	22.3	22.6	22.22	22.52	5032600
VST.A	20200131	1.83	1.83	1.8	1.8	200
VSTO	20200131	7.3	7.5	7.26	7.43	485100
VTA	20200131	11.52	11.53	11.4	11.41	338000
VTN	20200131	14	14	13.9	13.9	45800
VTR	20200131	58.02	58.37	57.67	57.86	2986000
VVI	20200131	66.13	66.25	64.79	65	108400
VVN.W	20200131	1.75	1.75	1.53	1.59	259900
VVNT	20200131	16.75	16.99	15.482	16.66	329500
VVR	20200131	4.32	4.32	4.27	4.27	730700
VVV	20200131	20.98	21.12	20.895	21.08	2276100
VZ	20200131	59.34	60.05	59.11	59.44	14283600
W	20200131	103	103	93.29	93.7	3464900
WAAS	20200131	26.97	27.01	26.95	27	559900
WAB	20200131	76.3	76.52	73.38	73.86	1402900
WAL	20200131	55.99	56.42	55.02	55.23	598300
WALA	20200131	26.22	26.41	26.22	26.41	27100
WAT	20200131	228.32	229.6	222.545	223.79	537800
WBAI	20200131	7.04	7.08	6.85	6.85	18100
WBC	20200131	135.8	135.87	135.65	135.65	450500
WBK	20200131	16.92	16.92	16.57	16.63	560500
WBS	20200131	45.59	45.71	44.82	44.86	741800
WBS-F	20200131	26.9	26.975	26.5276	26.83	9700
WBT	20200131	15.22	15.29	14.92	15.09	765500
WCC	20200131	50.25	50.47	48.31	48.41	1622400
WCN	20200131	97.78	98.195	96.25	96.31	971800
WD	20200131	66.11	66.8466	66.01	66.37	301500
WDR	20200131	16.23	16.36	15.96	15.98	1269200
WEA	20200131	14.73	14.76	14.63	14.7	27000
WEC	20200131	100.5	101.37	99.54	99.89	2253600
WEI	20200131	2.23	2.44	2.23	2.44	71200
WELL	20200131	85.56	85.58	84.455	84.91	2419200
WES	20200131	16.85	17.06	16.56	16.56	1945500
WEX	20200131	222.6	224.73	216.19	216.92	536700
WF	20200131	25.87	26.0209	25.2	25.4	110600
WFC	20200131	47.42	47.45	46.75	46.94	23080400
WFC-L	20200131	1550	1554	1545	1545.56	40100
WFC-N	20200131	25.33	25.4	25.3	25.4	300200
WFC-O	20200131	25.28	25.35	25.25	25.34	218700
WFC-P	20200131	25.33	25.43	25.3155	25.42	205000
WFC-Q	20200131	27.16	27.25	27.07	27.18	626000
WFC-R	20200131	28.65	28.75	28.62	28.73	284600
WFC-T	20200131	25.37	25.41	25.35	25.35	300400
WFC-V	20200131	25.96	26.03	25.95	26.02	380400
WFC-W	20200131	25.94	25.99	25.91	25.94	305300
WFC-X	20200131	25.98	26.07	25.97	26	583500
WFC-Y	20200131	26.46	26.57	26.44	26.5	225800
WFC-Z	20200131	25.27	25.3	25.11	25.14	6199600
WGO	20200131	55.33	55.45	54.499	54.76	478400
WH	20200131	59	59.05	57.07	57.17	703200
WHD	20200131	29.5	29.74	28.61	28.82	226800
WHG	20200131	28.49	28.49	27.8723	28.08	34000
WHR	20200131	153.18	153.97	145.21	146.17	1084200
WIA	20200131	12.47	12.49	12.42	12.45	29800
WIT	20200131	3.61	3.63	3.6	3.63	596800
WIW	20200131	11.72	11.76	11.72	11.76	109400
WK	20200131	46.82	47.86	44.77	45.49	278500
WLH	20200131	23.2	23.53	22.93	23.19	500000
WLK	20200131	63.23	63.2312	60.795	61.2	486400
WLKP	20200131	22.96	23.19	22.62	22.62	53100
WLL	20200131	4.47	4.62	4.33	4.54	8424000
WM	20200131	122.46	123.2	121.09	121.7	1657700
WMB	20200131	20.98	21.07	20.58	20.69	15468400
WMC	20200131	10.67	10.72	10.6	10.61	430900
WMK	20200131	37.75	37.92	36.59	36.69	58500
WMS	20200131	42.63	42.875	41.42	41.57	260400
WMT	20200131	115.8	116.2599	113.9	114.49	7775700
WNC	20200131	12	12	11.47	11.6	847100
WNS	20200131	72.24	72.82	71.02	71.36	223100
WOR	20200131	37.58	37.58	36.6	36.78	235700
WORK	20200131	20.51	20.78	20.2	20.73	5398800
WOW	20200131	6.78	6.84	6.71	6.75	233500
